Export;EXP-2023-01 (20230707 04:39);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL01908;NL10107;NL10131;NL10133;NL10136;NL10137;NL10138;NL10227;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10442;NL10444;NL10445;NL10446;NL10520;NL10537;NL10538;NL10547;NL10548;NL10549;NL10631;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49546;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704;NL53001;NL53004;NL53015;NL53016
NO2;uur;µg/m³;20131217 21:00;20131217 22:00;70.4;61.6;66;72.7;65.1;56.4;67.6;74.9;68.4;66.1;77;;45.59;45.74;28.21;44.79;34.16;32.32;;44.79;40.14;59.77;67.11;61.22;56.92;;57.81;59.29;50.6;54.23;69.97;;66.66;66.57;57;57.93;35.74;75.87;61.68;;43.24;21.48;32.09;;27.33;16.78;37.27;48.14;44.7;28.25;42.63;46;40.63;16.59;50.13;47.7;43.89;13.09;15.39;18.04;37.27;57.41;32.62;59;25;57;53;;42;47;52;31;36;43;47;32;51.2;50.1;27;35;37.3;52;42.2;51.6;55.4;57.3
NO2;uur;µg/m³;20131217 22:00;20131217 23:00;70;59.5;63.1;63.8;58.9;52.3;62.4;71.5;62.8;59.4;63.4;;48.34;52.8;23.7;23.89;23.96;24.03;;49.87;38.92;61.88;63.51;57.92;53.49;;51.91;56.58;49.72;57.3;69.81;;59.62;63.42;54.03;54.22;41.29;71.61;62.28;;37.99;21.4;33.03;;32.09;16.36;38.71;43.27;46.89;36.53;42.33;45.48;43.82;21.86;48.35;45.4;45.99;13.11;13.97;18.73;26.82;49.38;19.41;58;;;55;39;42;40;49;34;39;49;48;39.5;44.6;54.6;35;34;34.8;55;45;43.8;54.4;58.8
NO2;uur;µg/m³;20131217 23:00;20131218 00:00;60.6;55.9;58.1;58.3;56.2;56.8;61.8;62.7;61.3;61.2;64.9;;51.4;56.39;16.88;18.68;18.91;16.63;;51.67;39.21;62.94;63.9;54.77;53.49;;52.81;55.62;59.37;55.71;65.15;;57.71;59.51;51;53.63;43.86;67.46;58.61;;38.2;19.52;36.73;;34.47;20.18;42.57;48.19;50.04;37.2;47.42;43.47;45.68;27.3;57.43;57.4;44.2;16.47;15.33;19.82;16.1;35.66;13.8;51;39;51;49;41;43;41;46;37;43;51;39;56.6;62.2;56.6;53;43;38.1;;49.4;45.2;53.2;55.8
NO2;uur;µg/m³;20131218 00:00;20131218 01:00;59.8;56.4;55.7;59.1;57.4;61.9;63.8;60.5;61.1;63.1;62.3;;43.51;61.95;16.76;20.46;;19.21;;49.3;;59.39;58.51;49.33;48.74;;52.27;57.58;54.66;41.66;68.44;;59.9;56.96;51.8;50.53;47.31;60.86;60.1;;44.02;18.18;43.4;;42.87;27.39;47.52;49.24;51.33;50.35;50.1;49.82;45.4;44.64;57.56;59.03;42.64;28.89;;;16.36;;;49;38;50;48;44;44;42;45;39;45;51;41;53.6;53.1;59.7;50;48;40.6;47;51.4;46.7;52.8;54.9
NO2;uur;µg/m³;20131218 01:00;20131218 02:00;59.8;56.8;54.8;56.7;56.4;54.2;62.2;58.7;58.7;58.4;59.9;;34.94;58.98;14.37;16.76;17.66;17.52;;32.96;47.11;47.48;49.88;34.52;32.42;;41.44;50.04;46.97;19.34;68.58;;57.42;58.58;46.57;39.77;49.75;61.85;58.55;;48.82;23.61;45.88;;45.48;42.3;46.65;49.98;50.05;47.99;49.88;48.86;46.48;54.06;52.83;54.03;45.28;36.56;23.78;25.74;18.81;;19.95;57;44;53;53;50;51;54;50;50;49;55;46;60.2;55.6;59.6;52;55;45.7;54;46.5;38.8;42.7;41.2
NO2;uur;µg/m³;20131218 02:00;20131218 03:00;50.5;49.6;53;46.4;46.5;52.7;58.2;48.8;54.7;55.7;57.9;;26.42;54.15;10.28;14.25;13.55;13.13;;17;34.06;31.35;30.88;23.96;20.03;;27.31;31.26;27.14;16.11;65.25;;47.09;49.2;36.96;28.49;50.82;57.8;54.67;;48.59;41.05;37.06;;37.64;48.94;40.64;43.84;45.48;43.17;44.86;39.81;48.16;53.94;55.73;57.49;50.93;44.27;39.67;36.76;19.63;;24.72;50;43;50;49;44;49;50;45;47;46;52;47;74.4;53.1;54.1;46;54;45.5;52;39.1;26.5;26.8;25.4
NO2;uur;µg/m³;20131218 03:00;20131218 04:00;32.7;32;34.8;39.7;37.1;47.8;55.5;42;44.8;39.2;49.4;;20.67;40.9;5.98;10.17;11.36;9.66;;16.85;29.33;19.72;17.75;23.4;14.86;;23.86;12.72;22.14;14.85;55.24;;39.87;41.19;28.66;19.68;47.84;48.16;41.19;;43.2;43.73;34.28;;30.57;44.57;31.85;27.43;27.99;32;28.3;27.53;47.25;47.32;48.83;49.85;53.9;48.55;43.33;44.55;27.55;;32.27;43;36;43;41;38;41;39;41;35;38;46;44;67.8;41.5;45.5;38;47;38.6;52;31.4;22.2;22.4;18.6
NO2;uur;µg/m³;20131218 04:00;20131218 05:00;28;19.8;19.1;30.8;26.9;43.5;36.8;35.9;22.8;25.8;35.9;;18.47;20.47;5.26;8.38;9.44;10.41;;19.5;29.57;9.99;12.45;28.16;13.76;;22.07;9.58;14.73;12.92;39.14;;26.34;28.16;17.46;17.63;37.62;32.39;30.17;;38.26;41.34;23.11;;21.56;29.94;22.61;19.93;24.55;27.56;20.42;20.21;42.82;43.19;33.86;34.39;50.91;51.22;41.36;48.94;40.95;;40.75;38;28;39;34;31;32;32;38;27;35;40;38;59.7;35.5;41.5;31;42;35.6;51;37.2;20.8;19.7;19.2
NO2;uur;µg/m³;20131218 05:00;20131218 06:00;35.4;20.2;23.4;28.3;19.8;56.6;42.2;33.6;21.6;28.4;30.9;;11.42;13.98;5.48;11.94;10.65;14.52;;12.98;24.75;11.01;20.2;21.09;17.65;;21.06;10.3;15.66;11.56;38.09;;22.02;30.73;15.56;17.34;26.92;33.87;30.65;;36.83;36.29;20.86;;17.16;22.47;18.68;23.37;32.88;49.17;23.41;20.4;40.03;31.25;23.39;22.79;37.54;47.65;40.09;50.14;46.32;;44.68;36;25;45;32;31;28;28;34;23;31;38;35;62.3;38.1;38.5;31;39;35.6;48;36.2;21.6;19.9;17.5
NO2;uur;µg/m³;20131218 06:00;20131218 07:00;70.8;23.4;35.1;40.2;25.3;62.4;65.9;46.3;31.6;25.7;27.8;;12.96;9.3;8.12;14.85;12.72;15.33;;10.72;27.39;21.25;34.37;29.23;23.77;;26.69;15.26;15.35;11.61;37.02;;26.02;39.65;18.03;25.3;24.83;38.51;36.14;;39.8;39.09;30.02;;24.43;20.72;23.35;28.35;44.4;80.12;26.87;20.71;32.67;20.1;31.16;25.22;26.09;39.94;25.78;44.92;46.46;;50.19;51;27;66;48;35;36;31;48;28;37;48;29;71.5;66.8;39.5;39;44;41.5;50;37.3;27.5;30.5;20.3
NO2;uur;µg/m³;20131218 07:00;20131218 08:00;65.9;24.3;41.7;41.3;26.9;105.2;72.5;53.3;37.4;27.9;28;;14.71;12.53;11.79;26.61;14.7;16.45;;13.16;32.86;25.31;47.83;45.51;28.88;;23.92;19.03;17.97;13.09;44.88;;29.13;49.52;19.14;29.2;26.47;43.59;42.41;;46.89;40.11;31.88;;31.23;25.32;28.21;42.73;62.29;84.4;43.01;20.87;29.84;21.55;39.42;25.54;22.31;32.31;19.73;39.92;41.84;;48.18;67;36;75;60;43;50;42;57;37;47;58;26;130.5;71.8;41.5;37;55;40.9;53;37.6;29.6;29.6;21.1
NO2;uur;µg/m³;20131218 08:00;20131218 09:00;58.7;27.3;39.5;42.9;29.5;56.8;66.5;56.8;38.8;28.3;27.8;;15.19;15.91;12.58;29.91;17.04;17.41;;13.85;31.42;32.22;53.92;44.79;34.93;;30.85;27.1;18.95;17.37;48.45;;33.1;43.6;21.12;32.25;27.28;45.62;40.77;;40.01;41.31;44.97;;34.98;20.84;20.48;54.72;68.48;77.1;51.63;23.5;24.83;20.52;34.57;22.55;23.15;16.7;20.76;25.14;29.25;;39.15;87;40;72;62;46;56;46;64;41;47;62;26;178.8;64.8;45.1;;55;36.7;48;38.7;34.5;35.6;
NO2;uur;µg/m³;20131218 09:00;20131218 10:00;54.3;25.4;34.5;35.6;26.4;50.6;66.7;50.9;40.2;30.7;31.5;;16.41;15.34;15.63;26.82;15.3;20.91;;18.36;45.68;39.45;50.63;42.61;34.04;;20.23;25.68;22.21;23.55;43.83;;37.77;50.81;20.85;31.19;26.34;42.42;31.61;;50.65;46.16;41.62;;41.72;18.26;17.64;52.65;60.33;67.22;49.18;24.66;25.4;22.12;28.27;19.87;23.26;17.72;20;22.32;23.5;46.22;30.12;79;37;66;67;43;51;44;59;36;45;58;28;158.8;66.3;44.6;28;55;36.9;45;48.7;34.5;24.8;27.1
NO2;uur;µg/m³;20131218 10:00;20131218 11:00;56.5;24.4;32.7;32.9;26.9;72.7;66.5;55.4;33.8;35;34.2;;23.57;13.56;19.8;30.77;16.88;22.76;;20.97;41.29;33.65;38.24;37.01;33.86;;16.85;22.96;22.48;26.94;38.18;;42.32;51.82;22.45;34.3;18.2;41.63;39.85;;41.47;43.76;34.32;;34.72;20.87;20.86;43.38;48.29;46.29;36.61;23.03;19.56;21.45;26.54;22.28;19.61;16.14;20.21;21.07;21.35;43.72;26.23;71;34;63;64;38;55;40;58;29;43;51;26;56.4;78.4;41.1;28;46;28.7;36;47.8;34.8;18.4;29.4
NO2;uur;µg/m³;20131218 11:00;20131218 12:00;59.9;30.2;36.9;39.2;29.2;68;67.5;57.7;43.5;34.1;26.6;;16.41;12.53;17.78;28.09;15.5;23.41;;20.9;36.63;31.34;37.97;41.54;33.39;;17.82;20.88;19.5;21.26;44.04;;41.79;53.29;23.83;34.8;19.06;48.53;33.88;;36.79;29.97;28.37;;25.76;21.14;22.84;41.92;42.6;44.31;32.89;24.39;12.33;20.59;28.81;21.05;17.11;17.94;21.06;19.6;20.12;41.11;24.59;100;;68;69;41;52;40;74;39;37;41;24;22.1;68.9;34.1;27;32;17.5;27;42;34.9;21.8;27.6
NO2;uur;µg/m³;20131218 12:00;20131218 13:00;56.3;32.4;37;44.7;29.9;60.5;69.4;65.8;44.8;31;;;15.12;11.31;12.3;29.4;14.67;19.64;;18.85;33.15;32.41;40.42;45.15;28.84;;29.37;19.36;26.58;15.63;40.85;;40.57;49.72;25.6;32.16;24.1;42.55;32.33;;50.4;17.24;30.8;;25.3;17.57;23.36;43.69;48.86;51.13;33.81;24.55;10.73;20.22;31.23;21.91;15.16;18.47;22.91;20.07;23.23;48.59;24.59;79;;62;53;34;55;36;76;38;35;48;24;31.1;73.9;41.2;29;36;26.7;32;37.7;32.5;33.2;27.1
NO2;uur;µg/m³;20131218 13:00;20131218 14:00;59.7;31.3;38.4;61.3;33.3;64.6;73.8;64.3;40.7;39.5;33.9;;13.69;13.56;11.48;39.3;16.66;17.74;;18.11;29.81;26.26;35.49;40.83;35.09;;27.89;18.98;18.01;13.24;52.55;;36.98;50.38;23.59;33.44;26.51;46.16;37.24;;46.33;23.61;35.21;;31.72;21.5;20.06;47.3;60.44;64.29;36.37;24.89;11.27;22.9;28.66;18.33;14.03;18.46;22.82;19.46;25.2;44.04;25.94;80;38;77;62;43;60;45;70;34;44;54;28;97.4;79;46.7;36;45;28.8;46;36.1;33.3;28.1;26.5
NO2;uur;µg/m³;20131218 14:00;20131218 15:00;65.4;29;37.5;59.7;31.7;73.3;70.3;70.1;40.4;33.1;;;11.77;13.07;8.59;60.84;16.95;13.52;;15.2;29.01;23.64;37.83;44.24;35.19;;25.57;19.68;17.91;15.24;57.74;;37.73;53.61;22.03;26.85;32.76;46.96;34.92;;53.58;34.21;45.62;;36.66;23.75;27.44;48.35;58.73;77.56;43.59;22.82;10.56;23.2;30.52;18.4;18.43;20.06;23.24;17.82;26.32;56.84;27.43;77;30;83;61;38;54;37;61;37;44;70;32;102.9;85;53.8;37;51;34.9;51;32.8;30;25.5;22
NO2;uur;µg/m³;20131218 15:00;20131218 16:00;77.5;29.3;41.5;67.9;40.6;92.8;75.5;62.3;40.6;33;38.2;;10.97;19.01;8.35;34.53;17.88;15.73;;21.3;33.19;29.74;39.98;51.51;37.57;;29.34;20.83;29.06;17.76;52.43;;44.22;45.61;33.79;33.06;36.11;48.56;38.03;;53.71;45.44;41.83;;30.46;20.16;26.68;41.89;55.79;78.04;34.77;26.67;14.7;24.62;39.38;24.23;15.2;19.15;24.47;20.4;27.65;63.28;26.96;81;42;90;65;51;74;49;;39;;69;40;72.9;75.3;48.6;35;56;39.9;53;32.4;31.6;26.2;24.7
NO2;uur;µg/m³;20131218 16:00;20131218 17:00;83.3;38.8;55.6;85.3;53.6;102.8;87;73;63.3;48.8;55.2;;15.66;22;15.63;44.51;23.31;20.13;;24.52;36.92;36.43;50.73;70.46;38.37;;34.35;29.78;32.15;30.25;55.37;;56.09;42.55;35.12;34.61;44.96;47.68;47.24;;62.84;53.84;47.82;;36.83;24.11;29.84;55.26;68.83;73.09;50.58;35.26;19.64;25.66;39.83;30.77;14.68;24.23;36.52;26.47;23.45;60.63;32.7;101;42;95;67;50;63;53;71;42;58;65;46;67.7;79.8;54.6;48;63;50.4;65;52.3;36.7;;36.4
NO2;uur;µg/m³;20131218 17:00;20131218 18:00;85.2;50.7;58.7;81.6;52;95.2;80.1;58.7;64.9;51.4;53.8;;18.84;21.34;18.96;35.77;28.66;18.52;;25.61;51.51;61.1;54.32;77.91;34.14;;38.37;41.76;33.25;39.27;56.38;;54.62;56.75;32.13;36.21;56.38;58.03;61.72;;63.64;43.83;45.18;;41.6;25.65;36.19;55.8;;43.67;51.74;33.48;25.6;31.24;36.1;35.29;18.24;37.72;26.36;26.86;28.73;58.04;40.28;80;46;79;64;46;60;54;63;46;48;55;47;74.2;70.8;62.1;39;52;56.8;53;65;38.3;35.2;30.5
NO2;uur;µg/m³;20131218 18:00;20131218 19:00;74.9;50.3;51.3;66.9;46.7;78.8;71.8;57.3;57.1;58.2;52.9;;16.75;24.98;11.77;23.62;18.95;14.28;;22.26;53.82;62.23;46.5;56.98;32.26;;26.65;35.64;34.06;29.58;61.41;;50.2;60.91;28.36;31.2;49.72;59.68;59.29;;51.63;35.06;35.56;;31.43;22.78;28.05;51.74;;46.51;47.72;30.63;20.4;39.19;30.2;27.56;19.93;30.65;23.74;20.87;26.63;42.23;27.87;73;39;69;52;39;47;48;57;47;43;62;40;71.3;71.3;54.6;37;49;47.7;45;71.1;34.7;29;28.1
NO2;uur;µg/m³;20131218 19:00;20131218 20:00;55;39.6;39.4;54.8;34.9;58.6;57.8;42.3;49.3;55.7;42.4;;13.65;25.69;11.38;17.97;15.98;14.99;;20.37;49.85;54.02;41;47.95;26.23;;25.83;28.34;24.58;24.12;58.3;;37.84;49.28;25.07;26.19;42.91;53.05;47.77;;45.81;26.31;32.97;;27.9;24.2;23.64;35.98;;35.74;34.13;25.58;22.45;29.48;34.55;33.96;19.08;22.94;19.92;23.81;22.41;32.2;21.77;64;34;62;47;37;47;41;50;30;35;49;;;48.6;;31;44;36.6;40;61.5;29.7;26.5;27.1
NO2;uur;µg/m³;20131218 20:00;20131218 21:00;48.7;43.1;43.2;55.4;35.2;50.8;60.8;45.1;49.4;29.7;38.5;;11.73;16.77;8.41;16.35;16.15;13.6;;16.25;35.35;47.15;36.39;33.58;24.84;;25.97;21.94;17.92;16.8;47.14;;39.51;43.46;29.92;26.55;32.81;40.72;40.89;;38.99;22.13;23.79;;22.66;17.11;21.4;27.42;;26.63;27.42;19.98;44.75;25.77;27.69;27.41;17.7;19.39;17.21;26.41;19.56;33.33;21.21;55;26;53;39;28;34;35;39;23;29;47;30;64.2;52.8;30.5;28;39;32.9;35;28.6;28.5;25.6;24.9
NO2;uur;µg/m³;20131218 21:00;20131218 22:00;30.2;29;36.4;46.8;31.8;44;52.5;43.4;46.3;26.6;37.7;;14.22;14.73;11.13;19.65;20.43;16.56;;11.45;23.85;33.96;19.13;28.14;22.08;;19.04;15.92;13.63;13.06;31.24;;34.52;29.03;24.76;21.05;29.5;30.57;33.69;;34.79;20.32;19.85;;19.13;12.75;18.42;23.69;;24.52;24.26;17.19;32.41;23.06;21.69;20.21;25.6;19.01;14.57;38.07;17.3;25.9;20.54;40;26;43;31;23;32;30;31;22;25;34;28;64.8;102.4;26;24;33;31.4;30;33;27.4;19.8;21.9
NO2;uur;µg/m³;20131218 22:00;20131218 23:00;29.3;26.5;33.5;32.3;23.5;38.2;44.1;34.1;40.7;28.4;37.5;;13.69;14.14;9.8;13.05;13.34;11.3;;8.68;18.98;21.49;17.58;21.14;15.58;;13.39;12.2;10.12;9.21;27.2;;27.28;35.65;16.77;16.52;26.11;24.45;28.17;;27.7;14.05;20.61;;17.72;12.22;14.67;27.17;;20.06;26.51;14.67;33.69;17.45;18.28;17.78;20.46;19.27;11.86;40.58;17.25;28.37;20.3;39;23;39;29;22;;26;32;20;21;37;23;55.7;26.5;25.5;19;30;23.9;31;37.2;20.7;15.9;15.5
NO2;uur;µg/m³;20131218 23:00;20131219 00:00;26.6;21.4;23.5;25.1;20.4;25.4;33;25.9;28.7;23.3;25.1;;9.23;15.07;8.68;10.8;11.84;8.94;;7.42;20.03;14.26;12.61;16.18;11.25;;9.79;9.08;7.95;8.44;27.77;;25.22;32.66;12.95;11.66;21.26;27.81;31.01;;23.33;13.79;17.07;;14.93;10.29;11.42;23.59;;18.86;22.39;10.83;29.3;13.1;17.09;17.31;22.82;15.87;9.83;33.72;20.31;33.64;23.66;34;22;29;25;17;;24;25;19;16;42;19;52.2;20.5;20;15;28;16;34;16.1;15.4;10.7;10.7
NO2;uur;µg/m³;20131219 00:00;20131219 01:00;16.9;12.5;14.8;15.2;12.9;24;31.7;21.4;23.2;15.4;19.7;;6.97;11.69;6.09;8.89;;7.03;;4.67;;12.34;11.01;11.19;8.86;;8.7;7.63;6.97;6.16;20.33;;15.64;21.65;10.48;8.84;14.21;16.8;16.43;;15.11;18.9;10.28;;8.56;10.27;;14.78;;16.37;15.42;6.57;25.53;14.31;12.74;14.12;;15.69;8.55;;23.52;26.91;;27;17;25;;13;18;18;19;16;12;25;13;45.2;15;16;11;19;12.1;23;16.3;13.1;8.9;7.4
NO2;uur;µg/m³;20131219 01:00;20131219 02:00;12.2;13;15.1;13.1;10.4;19.6;31.3;14.5;24.3;11.2;23.2;;6.37;10.88;4.04;6.76;;5.86;;5.76;20.55;10.33;9.33;9.54;7.57;;6.43;7.18;10.82;4.98;18.76;;12.63;21.98;9.2;7.5;12.55;15.04;15.01;;12.27;15.7;8.43;;6.91;9.09;;8.91;;11.44;8.88;7.63;17.57;12.04;9.95;10.97;28.6;13.71;7.42;15.69;25.38;23.17;21.04;19;10;15;13;9;11;11;15;9;9;18;10;42.6;13;13;9;16;9.7;14;14.9;13.2;6.9;6.5
NO2;uur;µg/m³;20131219 02:00;20131219 03:00;8.4;6.8;7.7;14.4;12;13.6;26.9;14.2;15.1;6.9;23;;4.79;6.42;3.85;5.37;6.33;4.38;;8.45;15.41;5.36;5.79;9.17;5.32;;6.46;4.82;8.23;5.54;17.8;;12.71;17.52;11.4;5.76;12.12;13.37;11.62;;9.58;13.06;6.69;;6.09;8.2;8.38;6.57;;9.8;7.03;5.35;13.91;10.84;8.74;9.94;24.11;17.1;7.29;14.36;20.76;17.31;15.96;14;8;12;11;8;10;11;12;6;8;15;8;33.6;11;12;9;13;8.7;14;16.4;11.5;6.6;4.6
NO2;uur;µg/m³;20131219 03:00;20131219 04:00;12;7.5;7.8;13;11.4;13.2;20.6;13.9;13.8;11.2;15.5;;3.77;4.83;3.97;5.05;6.5;4.02;;7.83;10.61;5.15;5.55;6.36;4.88;;8.13;4.25;7.26;5.43;17.23;;12.3;19.73;11.6;4.2;9.36;14.69;11.35;;10.13;16.37;6.34;;4.92;6.69;7.39;7.12;;11.94;6.76;7.92;17.35;6.94;5.66;6.53;15.89;15.32;5.78;11.46;18.37;13.76;13.74;15;7;13;10;9;11;10;12;6;8;12;9;20.5;13;9;10;12;8.5;24;17.7;10.2;7.3;4.2
NO2;uur;µg/m³;20131219 04:00;20131219 05:00;11.9;5.9;7.6;10.8;8.6;20.4;18.9;12.8;8.2;12.5;19.6;;3.31;4.55;3.33;5.52;6.24;3.78;;6.44;14.73;5.07;6.42;6.36;6.09;;11.55;4.66;6.16;5.02;17.7;;8.66;15.14;6.67;5.01;9.63;16.15;14.62;;9.07;12.94;6.51;;4.49;4.78;7.34;7.12;;19.42;7.87;6.87;15.05;4.85;5.16;6.15;10.75;6.99;4.74;10.32;14.03;12.38;12.56;15;7;16;11;10;12;8;17;6;11;17;9;83.7;16;11;13;;7.8;14;18.8;11;11.6;5.6
NO2;uur;µg/m³;20131219 05:00;20131219 06:00;24.6;8.6;13.6;14.4;7.8;31;32.4;17.2;11.1;14.3;9.1;;3.26;5.52;3.17;6.77;6.78;4.47;;3.97;15.98;5.47;11.19;9.41;7.85;;12.81;5.74;7.36;3.89;17.76;;9.24;23.15;9.36;9.49;9.33;18.01;15.07;;11.01;12.25;8.96;;7.31;4.52;10.81;11.02;;27.8;9.76;6.34;15.86;5.96;7.85;8.15;7.6;6.09;4.07;11.65;9.17;12.57;10.77;22;11;23;14;12;15;12;23;8;14;20;10;45.3;21.5;11;9;22;9.9;11;23.7;15.6;14.4;9.9
NO2;uur;µg/m³;20131219 06:00;20131219 07:00;62;17;27.4;28.7;15.6;52.4;66.3;43.4;26.4;14.7;25.4;;3.46;6.94;4.28;9.63;8.48;6.1;;5.02;17.09;9.26;26.89;24.46;15.21;;7.67;9.35;6.67;5.81;26.98;;18.27;39.78;11.71;21.21;11.05;25.05;20.56;;20.45;14.22;15.08;;13.31;8.15;10.78;22.35;;54.05;20.29;11.06;14.9;9.1;15.68;12.7;7.64;5.24;4.78;15.96;7.91;18.08;11.14;40;17;48;30;17;32;20;39;15;26;39;13;25.1;39.6;15;13;34;16.5;16;36.2;21.8;10.7;12.7
NO2;uur;µg/m³;20131219 07:00;20131219 08:00;95.6;18;38.5;34.8;24.1;78.1;87.8;49.2;47.3;32.8;31.9;;5.88;10.27;7.18;16.64;12.28;9.64;;7.21;28.14;21;46.23;45.25;31.09;;12.89;16.95;9.45;3.67;47.91;;35.79;55.74;15.7;27.15;10.48;44.34;45.51;;40.31;31.68;24.44;;21.56;10.82;17.04;36.47;;54.7;29.03;15.89;8.76;11.99;23.72;12.5;8.29;8.71;7.5;13.99;9.72;29.79;12.9;64;27;62;51;29;47;32;53;24;37;46;15;29.1;67.2;19;19;35;18.4;25;46.4;33.4;15.1;13.2
NO2;uur;µg/m³;20131219 08:00;20131219 09:00;91.8;31.5;42.6;49.6;34.9;91.2;98.7;75.8;64.9;43.4;29.2;;10.44;12.4;10.4;23.01;12.76;15.21;;13.78;15.21;41.33;47.75;48.57;35.93;;12.34;20.25;10.1;7.75;49.98;;49.8;64.73;18.31;29.35;22.04;51.59;56.45;;48.84;19.57;29.9;;25.75;15.68;25.87;51.68;;55.05;39.82;17.1;8.45;14.8;29.96;;9.84;11.99;10.5;9.95;13.22;48.67;17.62;106;32;74;88;48;72;45;102;39;37;47;16;11;48.1;22;24;36;17.3;31;27.3;45.1;14.6;14.6
NO2;uur;µg/m³;20131219 09:00;20131219 10:00;88.9;26.2;37.9;59.5;42.4;88.9;94.2;64.8;61.5;51.6;48.9;;10.39;11.52;14.69;25.08;14.45;14.7;;11.79;20.3;39.44;43.67;53.12;40.2;;19;23.44;10.71;9.79;43.9;;56.15;68.89;15.16;29.94;19.61;65.51;55.82;;42.9;13.25;35.06;;29.53;17.82;38.07;53.89;;75.44;40.36;20.67;10.3;15.12;30.87;22.53;13.49;13.57;15.83;10.53;16.51;49.68;18.65;105;50;71;83;70;80;64;117;38;40;67;18;21.5;54.6;31.5;40;40;18.7;33;;56.9;21.8;20.5
NO2;uur;µg/m³;20131219 10:00;20131219 11:00;93.7;24.7;42.9;75.3;52.1;91.8;98.7;61.6;44.5;49.6;50.4;;14.47;14.64;12.06;30.04;15.27;15.7;;17.54;26.04;25.25;43.65;42.76;35.52;;25.63;15.97;13.53;12.2;28.71;;55.32;61.68;15.13;32.16;7.7;67.52;46.37;;36.29;7.5;44.9;;36.02;20.69;24.63;46.85;;57.84;40.11;19.96;9.81;24.24;39.81;20.69;11.93;15.85;16.86;11.43;17.72;45.75;20.5;117;44;52;59;44;77;46;82;49;21;42;37;9.5;34.6;19.5;33;29;12.6;25;28.5;50.4;25.7;21.4
NO2;uur;µg/m³;20131219 11:00;20131219 12:00;102.3;27.4;47.2;61;47.4;78.4;89.4;64.2;52.3;41.6;23.9;;12.48;16.3;10.22;24.08;15.45;13.01;;21.73;19.04;23.27;48.76;46.68;37.18;;21.42;22.67;12.22;15.35;50.99;;52.62;61.01;21.14;30.73;5.15;59.2;53.82;;39.88;6.75;32.73;;26.44;26.08;22.46;50.61;;62.78;36.15;22.25;10.06;19.13;52.1;26.12;13.79;20.31;10.32;12.82;16.86;38.65;18.35;107;31;57;55;33;71;34;98;43;13;34;48;9.5;32.1;11.5;27;14;9.6;22;22.9;51.8;23;16.7
NO2;uur;µg/m³;20131219 12:00;20131219 13:00;107.9;33.3;42.7;65.5;50.2;75.9;72.3;47;32.5;36.4;14.2;;10.44;20.02;10.93;30.99;;13.16;;24.85;26.97;28.84;47.53;43;37.99;;20.64;26.56;6.85;15.55;27.91;;56.4;40.23;20.9;29.19;4.15;48.36;28.01;;30.5;4.67;44.04;;31.65;18.32;24.54;60.82;;63.96;46.28;25.35;14.28;23.68;49;31.02;18.4;25.46;5.55;16.27;14.55;37.49;19.76;103;26;45;45;34;69;28;77;36;11;36;43;14.1;22.6;8.5;23;12;8.2;16;23.4;51.3;21.5;25.4
NO2;uur;µg/m³;20131219 13:00;20131219 14:00;93.8;23.5;33;76;48.6;74;69.2;37.2;22.5;44.7;34;;12.94;21.02;15.01;37.81;;22.86;;22.99;23.42;34.2;50.42;34.99;37.46;;15.17;29.32;7.39;14.21;27.6;;40.99;32.01;;26.66;3.31;41.42;27.08;;22.61;5.49;37.94;;32.39;17.01;11.33;48.23;;37.79;36.98;24.24;20.97;23.11;57.05;32.4;15.37;23.64;4.78;18.46;14.07;40.52;18.77;81;11;36;27;20;45;17;53;17;8;33;34;6.5;14.1;4;17;8;4.4;16;23.9;31.4;16.1;24.4
NO2;uur;µg/m³;20131219 14:00;20131219 15:00;97.9;23.3;43.7;48.5;31.6;76.2;76.6;40.7;22.9;38.9;35.6;;18.14;24.72;16.35;44.96;;22.12;;17.57;31.77;41.8;65.2;46.16;39.9;;20.04;28.78;7.89;12.91;30.59;;44.07;34.19;;20.59;3.6;37.05;21.01;;29.56;5.38;39.28;;13.8;19.37;11.09;44.51;;41.13;26.04;15.78;22.38;24.82;55.99;34.53;18.17;14.3;5.42;18.48;12.09;32;12.24;85;13;49;36;23;45;19;57;19;10;22;46;8.5;17.6;5;17;9;7;8;24.9;34.2;20.1;26.3
